aaaammdd,id_empenho,codigo_empenho,codigo_empenho_resumido,data_emissao,codigo_tipo_documento,tipo_documento,tipo_empenho,especie_empenho,codigo_orgao_superior,orgao_superior,codigo_orgao,orgao,codigo_unidade_gestora,unidade_gestora,codigo_gestao,gestao,codigo_favorecido,favorecido,observacao,codigo_esfera_orcamentaria,esfera_orcamentaria,codigo_tipo_credito,tipo_credito,codigo_grupo_fonte_recurso,grupo_fonte_recurso,codigo_fonte_recurso,fonte_recurso,codigo_unidade_orcamentaria,unidade_orcamentaria,codigo_funcao,funcao,codigo_sub_funcao,sub_funcao,codigo_programa,programa,codigo_acao,acao,linguagem_cidada,codigo_subtitulo_localizador,subtitulo_localizador,codigo_plano_orcamentario,plano_orcamentario,codigo_programa_governo,nome_programa_governo,autor_emenda,codigo_categoria_de_despesa,categoria_de_despesa,codigo_grupo_de_despesa,grupo_de_despesa,codigo_modalidade_de_aplicacao,modalidade_de_aplicacao,codigo_elemento_de_despesa,elemento_de_despesa,processo,modalidade_de_licitacao,inciso,amparo,referencia_de_dispensa_ou_inexigibilidade,codigo_convenio,contrato_de_repasse_termo_de_parceria_outros,valor_original_do_empenho,valor_do_empenho_convertido_pra_r,valor_utilizado_na_conversao
20190613,75401436,257052000012019NE800357,2019NE800357,2019-06-13,NE,Nota de Empenho,Global,ORIGINAL,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,06065614000138,SUPERMEDICA DISTRIBUIDORA HOSPITALAR EIRELI,ATENDER DESPESA COM AQUISICAO DE MEDICAMENTOS PARA SUPRIR A DEMANDA DO DSEI-YANOMAMI.  PROC ORIGEM: 2019PR00002,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064000443201814,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,9260.15,9260.15,1
20190617,74301836,257052000012019NE800364,2019NE800364,2019-06-17,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,34794255000195,MRTUR MONTE RORAIMA TURISMO EIRELI,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,33,Passagens e Despesas com Locomoção,25064000174201462,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,20338.3,20338.3,1
20190617,78101771,257052000012019NE800365,2019NE800365,2019-06-17,NE,Nota de Empenho,Global,ORIGINAL,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,34805903000161,AMATUR AMAZONIA TURISMO LTDA,ATENDER DESPESAS COM FORNECIMENTO DE PASSAGENS TERRESTRES PARA ATENDER DEMANDA DO DSEI-YANOMAMI.  PROC ORIGEM: 2019PR00009,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,33,Passagens e Despesas com Locomoção,25064000110201976,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,20338.3,20338.3,1
20190624,90800090,257052000012019NE800373,2019NE800373,2019-06-24,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,14123573000117,C. H. CORREIA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064002148201801,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,21.92,21.92,1
20190624,89200144,257052000012019NE800371,2019NE800371,2019-06-24,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,14123573000117,C. H. CORREIA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064002148201801,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,272.89,272.89,1
20190624,90200134,257052000012019NE800370,2019NE800370,2019-06-24,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,02043066000194,M. DO ESPIRITO SANTO LIMA - EIRELI,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,37,Locação de Mão-de-Obra,25064000171201518,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,207.36,207.36,1
20190624,89700098,257052000012019NE800368,2019NE800368,2019-06-24,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,07857455000177,C S C MELO EIRELI,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,39,Outros Serviços de Terceiros - Pessoa Jurídic,25064000475201496,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,98333.34,98333.34,1
20190624,87000096,257052000012019NE800366,2019NE800366,2019-06-24,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,01794990000140,BRILHANTE & PERIM LTDA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,39,Outros Serviços de Terceiros - Pessoa Jurídic,25064000094201415,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,48267.29,48267.29,1
20190624,90100138,257052000012019NE800369,2019NE800369,2019-06-24,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,02378325000138,PEGASO REPRESENTACOES COMERCIAIS LTDA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,37,Locação de Mão-de-Obra,-8,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,207.36,207.36,1
20190624,83100082,257052000012019NE800374,2019NE800374,2019-06-24,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,05795276000127,DISK GAS E AGUA LTDA,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064001558201826,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,98.27,98.27,1
20190624,85100133,257052000012019NE800372,2019NE800372,2019-06-24,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,05795276000127,DISK GAS E AGUA LTDA,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064001558201826,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,196.54,196.54,1
20190624,85100135,257052000012019NE800367,2019NE800367,2019-06-24,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,02209632000195,F.TANAKA DOS SANTOS,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,39,Outros Serviços de Terceiros - Pessoa Jurídic,25064400128201711,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,50066.05,50066.05,1
20190625,90600185,257052000012019NE800379,2019NE800379,2019-06-25,NE,Nota de Empenho,Global,ORIGINAL,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,10462379000105,ANAUA EMPREENDIMENTOS EIRELI,ATENDER DESPESAS COM GENEROS ALIMENTICIOS PARA SUPRIR A DEMANDA DO DSEI-YANOMAMI.  PROC ORIGEM: 2019PR00004,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064000138201911,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,800,800,1
20190625,86700249,257052000012019NE800375,2019NE800375,2019-06-25,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,14123573000117,C. H. CORREIA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064002148201801,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,7514.71,7514.71,1
20190625,87300234,257052000012019NE800378,2019NE800378,2019-06-25,NE,Nota de Empenho,Global,ORIGINAL,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,27997529000188,T H S FARIAS E SILVA,ATENDER DESPESAS COM GENEROS ALIMENTICIOS PARA SUPRIR A DEMANDA DO DSEI-YANOMAMI.  PROC ORIGEM: 2019PR00004,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064000138201911,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,800,800,1
20190625,83200226,257052000012019NE800377,2019NE800377,2019-06-25,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,21447514000160,E S DE ASSIS EIRELI,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064001697201779,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,525.58,525.58,1
20190625,85900235,257052000012019NE800383,2019NE800383,2019-06-25,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,13153640000183,AFS SERVICOS DE LOCACAO E GESTAO DE MAO DE OBRA LTDA,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,37,Locação de Mão-de-Obra,25064000171201518,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,10816.47,10816.47,1
20190625,86000199,257052000012019NE800381,2019NE800381,2019-06-25,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,02692187000167,UNION SECURITY SERVICOS DE SEGURANCA E TRANSPORTE DE VA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,37,Locação de Mão-de-Obra,25064001593201764,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,10536.56,10536.56,1
20190625,88900140,257052000012019NE800380,2019NE800380,2019-06-25,NE,Nota de Empenho,Global,ANULAÇÃO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,14123573000117,C. H. CORREIA,ANULACAO PARA AJUSTE DE CONTAS.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064002148201801,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,1600,1600,1
20190625,82600192,257052000012019NE800376,2019NE800376,2019-06-25,NE,Nota de Empenho,Global,REFORÇO,36000,Ministério da Saúde,36000,Ministério da Saúde - Unidades com vínculo di,257052,DISTRITO SANIT.ESP.INDIGENA - YANOMAMI,00001,TESOURO NACIONAL,21447514000160,E S DE ASSIS EIRELI,REFORCO PARA PAGAMENTO.,2,Orçamento da Seguridade Social,A,INICIAL (LOA),1,Recursos do Tesouro - Exercício Corrente,51,CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS,36901,FUNDO NACIONAL DE SAUDE,10,Saúde,423,Assistência aos povos indígenas,2065,PROTECAO E PROMOCAO DOS DIREITOS DOS POVOS INDIGENAS,20YP,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA",,20YP0001,"PROMOCAO, PROTECAO E RECUPERACAO DA S - NACIONAL",0000,"PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA - DESPESAS DIVERSAS",00,NAO ATRIBUIDO,SEM EMENDA,3,DESPESAS CORRENTES,3,Outras Despesas Correntes,90,Reserva de Contingência,30,Material de Consumo,25064001697201779,Pregão,-8,LEI10520,ART01    LEI10520/02,-1,SEM INFORMACAO,6989.13,6989.13,1
